,timestamp,eventType,contentId,personId,sessionId,userAgent,userRegion,userCountry,eventStrength,interactCnt,gender,age(15~60)
1473,1463653548,LIKE,101225,-5.87E+18,7.16E+18,,,,2,98,male,28
1481,1463653556,VIEW,102098,-5.87E+18,7.16E+18,Android - Native Mobile App,SP,BR,1,98,male,28
3563,1462846368,VIEW,100587,-5.87E+18,-5.32E+17,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",SP,BR,1,98,male,28
3564,1462846446,VIEW,102103,-5.87E+18,-5.32E+17,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",SP,BR,1,98,male,28
4937,1465138859,VIEW,102156,-5.87E+18,6.84E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",SP,BR,1,98,male,28
4938,1465138851,VIEW,102009,-5.87E+18,6.84E+18,,,,1,98,male,28
4947,1465139017,VIEW,100039,-5.87E+18,6.84E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",SP,BR,1,98,male,28
4952,1465138665,VIEW,100244,-5.87E+18,6.84E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",SP,BR,1,98,male,28
5643,1463723434,VIEW,100949,-5.87E+18,-5.49E+17,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",SP,BR,1,98,male,28
5646,1463723440,VIEW,100002,-5.87E+18,-5.49E+17,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",SP,BR,1,98,male,28
5653,1463723388,VIEW,100717,-5.87E+18,-5.49E+17,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",SP,BR,1,98,male,28
6280,1463574092,VIEW,101829,-5.87E+18,-4.95E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",SP,BR,1,98,male,28
6285,1463574148,VIEW,100650,-5.87E+18,-4.95E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",SP,BR,1,98,male,28
6300,1463574199,LIKE,102080,-5.87E+18,-4.95E+18,,,,2,98,male,28
6646,1460430530,LIKE,100976,-5.87E+18,-5.53E+18,,,,2,98,male,28
6647,1460430256,VIEW,101039,-5.87E+18,-5.53E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",SP,BR,1,98,male,28
6702,1463511878,VIEW,100073,-5.87E+18,2.16E+18,Android - Native Mobile App,SP,BR,1,98,male,28
7265,1460040377,LIKE,100862,-5.87E+18,7.74E+18,,,,2,98,male,28
7276,1460040294,VIEW,102161,-5.87E+18,7.74E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",MG,BR,1,98,male,28
7290,1462899950,LIKE,101603,-5.87E+18,-5.32E+17,,,,2,98,male,28
7317,1462899878,VIEW,100003,-5.87E+18,-5.32E+17,Android - Native Mobile App,SP,BR,1,98,male,28
7692,1465228017,VIEW,100705,-5.87E+18,1.32E+18,,,,1,98,male,28
7708,1465228018,VIEW,100852,-5.87E+18,1.32E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",SP,BR,1,98,male,28
9304,1459947157,VIEW,101220,-5.87E+18,-8.31E+17,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",MG,BR,1,98,male,28
9314,1459947181,LIKE,100622,-5.87E+18,-8.31E+17,,,,2,98,male,28
9869,1464488874,VIEW,102356,-5.87E+18,-7.82E+17,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",SP,BR,1,98,male,28
10294,1464876916,VIEW,100399,-5.87E+18,-3.53E+18,Android - Native Mobile App,RJ,BR,1,98,male,28
10333,1464877275,LIKE,100453,-5.87E+18,-3.53E+18,,,,2,98,male,28
10353,1464876703,VIEW,102149,-5.87E+18,-3.53E+18,,,,1,98,male,28
10354,1464876702,VIEW,101857,-5.87E+18,-3.53E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",RJ,BR,1,98,male,28
10359,1464877288,FOLLOW,100366,-5.87E+18,-3.53E+18,,,,3,98,male,28
10401,1464877263,VIEW,100533,-5.87E+18,-3.53E+18,Android - Native Mobile App,RJ,BR,1,98,male,28
10408,1464878412,VIEW,101265,-5.87E+18,-3.53E+18,Android - Native Mobile App,RJ,BR,1,98,male,28
11838,1463405043,VIEW,101104,-5.87E+18,6.06E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",SP,BR,1,98,male,28
12416,1463542359,VIEW,100354,-5.87E+18,-4.95E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",SP,BR,1,98,male,28
12720,1464117426,VIEW,100206,-5.87E+18,-3.78E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",SP,BR,1,98,male,28
13034,1464909747,VIEW,100371,-5.87E+18,-3.53E+18,,,,1,98,male,28
13051,1464909748,VIEW,101127,-5.87E+18,-3.53E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",SP,BR,1,98,male,28
13317,1460122204,VIEW,100115,-5.87E+18,-3.09E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",MG,BR,1,98,male,28
13329,1460122243,LIKE,101128,-5.87E+18,-3.09E+18,,,,2,98,male,28
13343,1460121738,VIEW,100919,-5.87E+18,-3.09E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",MG,BR,1,98,male,28
13731,1460489011,VIEW,102444,-5.87E+18,-5.53E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",SP,BR,1,98,male,28
14487,1463366585,VIEW,101916,-5.87E+18,6.06E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",SP,BR,1,98,male,28
14494,1463366444,VIEW,100562,-5.87E+18,6.06E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",SP,BR,1,98,male,28
14685,1461653100,VIEW,100811,-5.87E+18,-3.45E+17,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",LA,US,1,98,male,28
15184,1465870443,VIEW,100433,-5.87E+18,1.61E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",13,JP,1,98,male,28
15187,1465871384,VIEW,101485,-5.87E+18,1.61E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",13,JP,1,98,male,28
15194,1465870444,VIEW,101278,-5.87E+18,1.61E+18,,,,1,98,male,28
15197,1465871011,FOLLOW,100163,-5.87E+18,1.61E+18,,,,3,98,male,28
15198,1465871038,VIEW,102174,-5.87E+18,1.61E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",13,JP,1,98,male,28
15670,1462168238,VIEW,100602,-5.87E+18,-7.35E+16,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",SP,BR,1,98,male,28
16620,1462475667,VIEW,101403,-5.87E+18,-2.22E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",SP,BR,1,98,male,28
16705,1465155384,VIEW,101613,-5.87E+18,6.84E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",SP,BR,1,98,male,28
16709,1465155377,VIEW,100091,-5.87E+18,6.84E+18,,,,1,98,male,28
16870,1464899497,VIEW,100031,-5.87E+18,-3.53E+18,,,,1,98,male,28
16881,1464899512,VIEW,101678,-5.87E+18,-3.53E+18,Android - Native Mobile App,SP,BR,1,98,male,28
17012,1460072076,VIEW,102280,-5.87E+18,7.74E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",MG,BR,1,98,male,28
17023,1464008801,VIEW,102153,-5.87E+18,4.70E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",SP,BR,1,98,male,28
17057,1464009176,VIEW,101640,-5.87E+18,4.70E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",SP,BR,1,98,male,28
17532,1460422690,VIEW,101459,-5.87E+18,-5.53E+18,Android - Native Mobile App,SP,BR,1,98,male,28
17717,1462366013,VIEW,101726,-5.87E+18,-6.93E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",SP,BR,1,98,male,28
17750,1463674224,VIEW,101572,-5.87E+18,7.16E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",SP,BR,1,98,male,28
18803,1460558741,LIKE,102173,-5.87E+18,-5.25E+17,,,,2,98,male,28
18820,1460558509,VIEW,101709,-5.87E+18,-5.25E+17,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",SP,BR,1,98,male,28
19487,1461611645,LIKE,100998,-5.87E+18,-7.70E+18,,,,2,98,male,28
19515,1461611554,VIEW,102496,-5.87E+18,-7.70E+18,Android - Native Mobile App,IN,US,1,98,male,28
19554,1461611654,FOLLOW,100540,-5.87E+18,-7.70E+18,,,,3,98,male,28
19689,1462999517,VIEW,100038,-5.87E+18,-3.80E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",SP,BR,1,98,male,28
21445,1466479101,VIEW,101278,-5.87E+18,6.95E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",13,JP,1,98,male,28
21448,1466479068,VIEW,102113,-5.87E+18,6.95E+18,,,,1,98,male,28
21450,1466479062,VIEW,100040,-5.87E+18,6.95E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",13,JP,1,98,male,28
21452,1466479101,VIEW,101326,-5.87E+18,6.95E+18,,,,1,98,male,28
22719,1464486939,VIEW,100106,-5.87E+18,-7.82E+17,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",SP,BR,1,98,male,28
23179,1466229753,FOLLOW,101779,-5.87E+18,3.34E+17,,,,3,98,male,28
23180,1466229717,VIEW,100398,-5.87E+18,3.34E+17,Android - Native Mobile App,13,JP,1,98,male,28
23181,1466229734,LIKE,102028,-5.87E+18,3.34E+17,,,,2,98,male,28
24975,1462460944,COMMENT CREATED,101120,-5.87E+18,-2.22E+18,,,,4,98,male,28
24992,1462460770,VIEW,100714,-5.87E+18,-2.22E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",SP,BR,1,98,male,28
25013,1462460956,LIKE,100797,-5.87E+18,-2.22E+18,,,,2,98,male,28
25216,1464990839,VIEW,102497,-5.87E+18,5.96E+18,,,,1,98,male,28
25234,1464990855,VIEW,100811,-5.87E+18,5.96E+18,Android - Native Mobile App,SP,BR,1,98,male,28
26130,1466139255,VIEW,100201,-5.87E+18,-2.32E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",13,JP,1,98,male,28
26131,1466139252,VIEW,101890,-5.87E+18,-2.32E+18,,,,1,98,male,28
26216,1462927778,VIEW,101026,-5.87E+18,-3.80E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",SP,BR,1,98,male,28
26463,1466228216,VIEW,101708,-5.87E+18,3.34E+17,,,,1,98,male,28
26464,1466228214,VIEW,100184,-5.87E+18,3.34E+17,Android - Native Mobile App,13,JP,1,98,male,28
26465,1467350510,VIEW,102267,-5.87E+18,1.62E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",13,JP,1,98,male,28
26468,1467350558,VIEW,100338,-5.87E+18,1.62E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",13,JP,1,98,male,28
26469,1467350556,VIEW,100641,-5.87E+18,1.62E+18,,,,1,98,male,28
26473,1467350507,VIEW,101641,-5.87E+18,1.62E+18,,,,1,98,male,28
27074,1460117087,VIEW,100212,-5.87E+18,-3.09E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",MG,BR,1,98,male,28
28360,1461553439,VIEW,100442,-5.87E+18,-7.70E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",LA,US,1,98,male,28
28363,1461553407,VIEW,100976,-5.87E+18,-7.70E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",LA,US,1,98,male,28
28558,1467782456,VIEW,102187,-5.87E+18,-1.93E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",13,JP,1,98,male,28
28694,1466472832,VIEW,101486,-5.87E+18,6.95E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",13,JP,1,98,male,28
28948,1463402085,VIEW,101721,-5.87E+18,6.06E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",SP,BR,1,98,male,28
30191,1464957548,VIEW,100169,-5.87E+18,5.96E+18,Android - Native Mobile App,SP,BR,1,98,male,28
30194,1464957548,VIEW,100874,-5.87E+18,5.96E+18,,,,1,98,male,28
30499,1467851115,VIEW,101214,-5.87E+18,-3.59E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",13,JP,1,98,male,28
30504,1462037578,LIKE,101425,-5.87E+18,6.73E+18,,,,2,98,male,28
30506,1462037325,VIEW,100757,-5.87E+18,6.73E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",MN,US,1,98,male,28
30612,1460110766,VIEW,100815,-5.87E+18,-3.09E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",MG,BR,1,98,male,28
30675,1468472189,VIEW,100255,-5.87E+18,-4.12E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",13,JP,1,98,male,28
30676,1468472427,VIEW,101738,-5.87E+18,-4.12E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",13,JP,1,98,male,28
30863,1466401767,COMMENT CREATED,100910,-5.87E+18,-7.08E+18,,,,4,98,male,28
30864,1466401756,VIEW,100889,-5.87E+18,-7.08E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",13,JP,1,98,male,28
31259,1460668454,VIEW,100780,-5.87E+18,5.37E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",RJ,BR,1,98,male,28
32055,1460204863,VIEW,100872,-5.87E+18,-5.62E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",MG,BR,1,98,male,28
32425,1461343360,VIEW,100065,-5.87E+18,-8.54E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",SP,BR,1,98,male,28
32684,1459341526,VIEW,100426,-5.87E+18,8.86E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",SP,BR,1,98,male,28
33146,1467593509,VIEW,100081,-5.87E+18,-3.35E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",13,JP,1,98,male,28
33147,1467594034,LIKE,102211,-5.87E+18,-3.35E+18,,,,2,98,male,28
33709,1466563586,VIEW,100687,-5.87E+18,6.21E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",13,JP,1,98,male,28
33722,1466563636,COMMENT CREATED,102313,-5.87E+18,6.21E+18,,,,4,98,male,28
34082,1467007293,VIEW,101848,-5.87E+18,-7.33E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",13,JP,1,98,male,28
34083,1467007294,VIEW,100196,-5.87E+18,-7.33E+18,,,,1,98,male,28
34087,1467007847,LIKE,100423,-5.87E+18,-7.33E+18,,,,2,98,male,28
34088,1467008232,VIEW,101075,-5.87E+18,-7.33E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",13,JP,1,98,male,28
34089,1467008232,VIEW,101750,-5.87E+18,-7.33E+18,,,,1,98,male,28
34097,1467843720,VIEW,100514,-5.87E+18,-1.93E+18,Android - Native Mobile App,13,JP,1,98,male,28
34098,1467843773,LIKE,100075,-5.87E+18,-1.93E+18,,,,2,98,male,28
34348,1469055418,VIEW,101889,-5.87E+18,-6.54E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",SP,BR,1,98,male,28
34351,1469055450,FOLLOW,100990,-5.87E+18,-6.54E+18,,,,3,98,male,28
34352,1469055568,VIEW,100962,-5.87E+18,-6.54E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",SP,BR,1,98,male,28
34354,1469055449,COMMENT CREATED,100415,-5.87E+18,-6.54E+18,,,,4,98,male,28
35773,1466649382,VIEW,100718,-5.87E+18,6.10E+18,,,,1,98,male,28
35776,1466649382,VIEW,102360,-5.87E+18,6.10E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",13,JP,1,98,male,28
35779,1466649528,VIEW,102474,-5.87E+18,6.10E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",13,JP,1,98,male,28
35786,1468214139,VIEW,100820,-5.87E+18,-1.52E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",13,JP,1,98,male,28
38021,1469716888,VIEW,102402,-5.87E+18,-6.10E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",SP,BR,1,98,male,28
39128,1470000991,VIEW,101967,-5.87E+18,3.40E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",SP,BR,1,98,male,28
39206,1470084390,VIEW,100939,-5.87E+18,8.15E+16,Android - Native Mobile App,SP,BR,1,98,male,28
39640,1470072751,VIEW,101065,-5.87E+18,8.15E+16,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",SP,BR,1,98,male,28
39816,1470197437,VIEW,100281,-5.87E+18,6.34E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",SP,BR,1,98,male,28
39818,1470197750,LIKE,101774,-5.87E+18,6.34E+18,,,,2,98,male,28
41513,1469111958,VIEW,100482,-5.87E+18,-5.78E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",SP,BR,1,98,male,28
41519,1469111980,LIKE,100171,-5.87E+18,-5.78E+18,,,,2,98,male,28
43528,1469129613,VIEW,101675,-5.87E+18,-5.78E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",SP,BR,1,98,male,28
44312,1471262382,VIEW,101283,-5.87E+18,4.26E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",SP,BR,1,98,male,28
45476,1472227975,VIEW,102465,-5.87E+18,-4.73E+18,Android - Native Mobile App,SP,BR,1,98,male,28
45483,1472227982,VIEW,101205,-5.87E+18,-4.73E+18,Android - Native Mobile App,SP,BR,1,98,male,28
45485,1472228060,VIEW,100221,-5.87E+18,-4.73E+18,Android - Native Mobile App,SP,BR,1,98,male,28
45690,1470077638,VIEW,101319,-5.87E+18,8.15E+16,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",SP,BR,1,98,male,28
45694,1470077476,VIEW,101066,-5.87E+18,8.15E+16,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",SP,BR,1,98,male,28
45714,1470078799,LIKE,102095,-5.87E+18,8.15E+16,,,,2,98,male,28
46818,1471612515,VIEW,100068,-5.87E+18,-2.66E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",SP,BR,1,98,male,28
46897,1472664061,VIEW,100099,-5.87E+18,7.90E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",SP,BR,1,98,male,28
47812,1471898136,VIEW,100004,-5.87E+18,3.58E+18,Android - Native Mobile App,SP,BR,1,98,male,28
47813,1471898085,VIEW,101088,-5.87E+18,3.58E+18,Android - Native Mobile App,SP,BR,1,98,male,28
48444,1473181383,VIEW,100824,-5.87E+18,1.80E+18,Android - Native Mobile App,SP,BR,1,98,male,28
48592,1473114139,VIEW,101691,-5.87E+18,6.22E+18,Android - Native Mobile App,SP,BR,1,98,male,28
48623,1472050928,VIEW,100643,-5.87E+18,-1.89E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",MG,BR,1,98,male,28
48852,1472223357,VIEW,100331,-5.87E+18,-4.73E+18,Android - Native Mobile App,SP,BR,1,98,male,28
49595,1472260331,VIEW,100085,-5.87E+18,-4.44E+18,Android - Native Mobile App,SP,BR,1,98,male,28
49597,1472260408,VIEW,102324,-5.87E+18,-4.44E+18,Android - Native Mobile App,SP,BR,1,98,male,28
